concentration,voltage,feedRate,distance,diameter
0.11026635666699436,27.75387653224188,1.2129894510484176,16.949666604540276,705.84374062127
0.10979382555424798,28.0507896451715,1.1820246914450598,17.017427788720347,710.3275924977796
0.11039252782095245,28.267518170361658,1.1652840651598242,16.910949100348358,718.6818220192098
0.10966217985633393,28.326127062173043,1.1649866317933855,17.041103679531034,726.1780950126646
0.10998153690616823,28.199559179712153,1.1497965265737284,17.057333675182925,728.0994034142557
0.11052422367307768,28.147732800299735,1.1086865309445004,17.096602353352836,740.2133133645569
0.11042314804605044,28.057925824571033,1.0818840282911864,16.90514811512165,737.5508253559536
0.11098163638551305,28.389434528583234,1.0645910161893641,16.96221527720298,747.3967502318732
0.10951246883160405,28.40338868410064,1.049656480205167,17.05706077669328,751.3590739064576
0.10948042884640093,28.253066922556396,1.0159175085006111,17.034533480634213,765.9047468945605
0.11048827813928137,28.75857331993558,1.0151915444613766,16.925078847259176,764.5193792622031
0.11019846012998501,28.722233461267997,0.9881540779759828,16.966357622067648,771.9622658910489
0.11042763564702675,28.662332061312217,0.9759085340670997,17.02102565229463,780.2798411366612
0.10947220809259162,28.26761801529725,0.982856643222529,16.976006288690982,793.1469578623598
0.10943343682718837,28.81875850857906,0.99681785572289,17.028657083827714,786.8321808428044
0.11044827959365991,28.933939193232508,0.9752643854956053,16.992682453693558,802.532906819586
0.11015146489587625,28.73580253398017,0.9303873872434801,17.100647420904625,799.5216068643067
0.10957341441294036,28.925659683495567,0.9011781668171097,16.99898344696079,810.3828296978774
0.11036511303091348,28.667295765325804,0.8749667929987287,17.01035196511854,823.8184472590416
0.11060105362352031,28.66231683066654,0.8923217564503466,16.946660960841122,821.5654222904803
0.11025789434728665,28.969618117594425,0.8636467840217292,16.89483947872289,828.5075480669193
0.11049665219965209,29.036078456463663,0.8737770172217943,16.9052061882444,834.745447318919
0.10998280838700929,28.83709025067454,0.8148511012984124,16.90673819027745,839.0656444147506
0.11049546993531144,29.188762242874287,0.8332361508850972,17.016045733177503,851.253554018906
0.10883085361255941,28.73185238253967,0.8060449331842655,17.00488322323432,853.2516172547641
0.10813991930576233,28.284032093372886,0.8070058125146473,17.101281240277476,854.9759450611723
0.10767638309383516,28.25888895504423,0.8184952631531774,17.068326981928045,843.4137553317005
0.10690882546264913,27.425985821102138,0.7668231832087901,17.17030059337606,847.8774521372411
0.10577083688512466,26.934924129574153,0.7719834663447872,17.30862940356128,843.4465518324733
0.10600959121129803,26.714765322907233,0.8040936606411835,17.19022944306882,843.4491655000016
0.10354365322056154,26.568955088759683,0.7555004017879279,17.24879544619342,850.0729801249175
0.10323866027900103,25.97721082657613,0.774610218191802,17.27960025953851,851.0578314000277
0.10274447887246724,25.59791062476433,0.7833165256082646,17.369492355745425,845.3867936449669
0.10181826377882623,25.255606913590142,0.7381356929445165,17.39377611037868,846.7933255627223
0.10026629003039055,24.677222481896415,0.7424243928673501,17.54789700357278,842.5609981937716
0.10015873029405774,24.363035575766226,0.7786069413759383,17.57185361259918,848.3148365046724
0.09867376948343493,24.09393669594923,0.7463415656330351,17.553743904045724,846.1612168260289
0.09863378476504772,23.58823067783986,0.7300883886221397,17.706709933595853,842.1970439292587
0.0976450062942609,23.19001798147801,0.7433337574845679,17.56817890811827,841.4369496837577
0.09615037438897348,22.52602850520902,0.7235385071541802,17.75485572776653,839.8963675919011
0.09605140706277386,22.358910985431837,0.6981149039177896,17.701253610805747,846.4960830359189
0.09487328375805167,22.33673826516556,0.6995097219936965,17.69333001949388,836.0187345573185
0.09372342793565794,21.921890138664786,0.7348160616619556,17.838360711686626,838.72800069003
0.09263298456278164,21.368420333720135,0.7174537345531791,17.913939940212735,843.7672756234448
